OBJECTID,JUR,PARID,CARD,TAXYR,SEQ,CUR,WHO,WEN,WHOCALC,WENCALC,STATUS,STORIES,EXTWALL,STYLE,YRBLT,EFFYR,YRREMOD,RMTOT,RMBED,RMFAM,FIXBATH,FIXHALF,FIXADDL,FIXTOT,PLUMVAL,REMKIT,REMBATH,BSMT,BSMTVAL,HEAT,FUEL,HEATSYS,HEATVAL,ATTIC,ATTICVAL,INTEXT,MASTRIMW,MASTRIML,MASTRIMAREA,TRIMVAL,UNFINW,UNFINL,UNFINAREA,UNFINVAL,RECROMW,RECROML,RECROMAREA,RECVAL,FINBSMTW,FINBSMTL,FINBSMTAREA,FINBSMTVAL,UFEATW,UFEATL,UFEATAREA,UFEATVAL,WBFP_O,WBFP_S,WBFP_X,WBFP_PF,WBFP_PFX,WBFPVAL,BSMTCAR,BGARVAL,MSC1DES,MSC1NUM,MSC1VAL,MSC2DES,MSC2NUM,MSC2VAL,CONDOLVL,CONDOTYP,CONDOVW,CNDCMPLX,CLINE,UNITNO,CNDBASEVAL,CNDADJVAL,GRMUNITS,GRMRENT,ADJGRMFACT,RESGRMVAL,MGFA,SFLA,FLR1AREA,ADJAREA,AREAFACT,SHFACT,CNSTFACT,CNSTVAL,SUBTVAL,GRADE,GRDFACT,CDDESC,CDPCT,USERFACT,USERAMT,LOCMULT,BASERCN,RCNVAL,CDU,DEPR,MKTADJ,MKTRSN,BASERCNLD,ADDNAREA,ADDNVAL,RCNLD,ADJFACT,PCTCOMPLETE,ADJRCNLD,NOTE1,NOTE2,CLASS,DEGREM,COND,VALMETH,RECTYPE,RESMOD,MODOVER,EXMPPCTOVER,EXMPPCT,EXMPVAL,AREASUM,OBSDEP,OBSRSN,FUNDEP,FUNRSN,ECNDEP,ECNRSN,BLDGUSE,CONVBLDG,CHGRSN,DEPRT,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8,USER9,USER10,USER11,USER12,USER13,USER14,USER15,USER16,USER17,USER18,USER19,USER20,DEACTIVAT,SALEKEY,IASW_ID,TRANS_ID,UPD_STATUS
1169719,000,6762082,11,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,None,None,3,1.0,6,02,1959,None,None,6,2,None,2,None,2,8,3000,None,None,0,-12010,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,1122,1122,1122,1120,0.95300000906,1.0,1.0,107530,98520,None,0.75,None,None,1.0,0.0,1.0,73890.0,73890.0,AV,60,None,None,22170.0,0,0.0,22170.0,0.949999988079,None,21060.0,None,None,None,None,None,None,R,1,None,None,50.0,10530.0,1122.0,None,None,None,None,50,72,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169720,000,6762082,12,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,None,None,3,1.0,6,02,1958,None,None,6,2,None,2,None,2,8,3000,None,None,0,-10400,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,902,902,902,900,0.824999988079,1.0,1.0,93040,85640,None,0.75,None,None,1.0,0.0,1.0,64230.0,64230.0,AV,60,None,None,19270.0,0,0.0,19270.0,0.949999988079,None,18310.0,None,None,None,None,None,None,R,1,None,None,0.0,0.0,902.0,None,None,None,None,50,72,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169721,000,6762082,13,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,None,None,3,1.0,6,02,1960,None,None,6,2,None,2,None,2,8,3000,None,None,0,-10400,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,902,902,902,900,0.824999988079,1.0,1.0,93040,85640,None,0.75,None,None,1.0,0.0,1.0,64230.0,64230.0,AV,60,None,None,19650.0,0,0.0,19650.0,0.949999988079,None,18670.0,None,None,None,None,None,None,R,1,None,None,0.0,0.0,902.0,None,None,None,None,51,72,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169722,000,6734575,4,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:15:05,3,1.0,6,02,1958,None,None,6,2,None,2,None,2,8,3000,None,None,0,-10400,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,902,902,902,900,0.824999988079,1.0,1.0,93040,85640,None,0.5,None,None,1.0,0.0,1.0,42820.0,42820.0,AV,60,None,None,9760.0,0,0.0,9760.0,0.879999995232,None,8590.0,None,None,None,None,None,None,R,1,None,None,0.0,0.0,902.0,None,None,None,None,38,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169723,000,6734575,5,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:15:05,3,1.0,6,02,1958,None,None,6,2,None,2,None,2,8,3000,None,None,0,-10400,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,902,902,902,900,0.824999988079,1.0,1.0,93040,85640,None,0.5,None,None,1.0,0.0,1.0,42820.0,42820.0,AV,60,None,None,9760.0,0,0.0,9760.0,0.879999995232,None,8590.0,None,None,None,None,None,None,R,1,None,None,0.0,0.0,902.0,None,None,None,None,38,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169724,000,6734575,6,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:15:05,3,1.0,6,02,1958,None,None,6,2,None,2,None,2,8,3000,None,None,0,-10400,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,902,902,902,900,0.824999988079,1.0,1.0,93040,85640,None,0.5,None,None,1.0,0.0,1.0,42820.0,42820.0,AV,60,None,None,9760.0,0,0.0,9760.0,0.879999995232,None,8590.0,None,None,None,None,None,None,R,1,None,None,50.0,4300.0,902.0,None,None,None,None,38,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169725,000,6859079,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:32:09,3,1.0,6,34,1997,None,None,6,3,None,2,None,2,8,3000,None,None,1,0,3,2,1,2790,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,1,None,2000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,1448,1476,1448,1450,1.14600002766,1.0,1.0,129270,148730,None,0.699999988079,None,None,1.0,0.0,1.0,104111.0,104110.0,AV,87,None,None,102350.0,28,11670.0,102350.0,0.879999995232,100,90070.0,None,None,None,None,None,D,R,1,None,None,100.0,90070.0,1448.0,None,None,None,None,113,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96569e+008,None,None
1169726,000,6859080,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:05:03,3,1.0,6,34,1925,None,None,6,3,None,2,None,2,8,3000,None,None,2,-3840,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,528,1842,528,530,0.60900002718,1.0,1.0,68660,141380,None,0.699999988079,None,None,1.0,0.0,1.0,98966.0,98970.0,AV,45,None,None,44540.0,1314,73560.0,44540.0,0.879999995232,None,39200.0,None,None,None,None,None,D,R,1,None,None,100.0,39200.0,528.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96584e+008,None,None
1169727,000,6859082,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,None,None,3,1.0,3,02,1957,None,None,8,4,0,2,0,2,8,3000,None,None,0,-10400,3,2,1,2010,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,902,902,902,900,0.824999988079,1.0,1.05099999905,97780,92390,None,0.449999988079,None,None,1.0,0.0,1.0,41576.0,41580.0,AV,60,None,None,23450.0,0,0.0,23450.0,0.879999995232,None,20640.0,None,None,None,None,None,D,R,1,None,None,0.0,0.0,902.0,None,None,None,None,94,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96584e+008,None,None
1169728,000,6859082,2,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,None,None,3,1.0,6,02,1957,None,None,8,4,None,2,None,2,8,3000,None,None,0,-10400,3,2,1,2010,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,902,902,902,900,0.824999988079,1.0,1.0,93040,87650,None,0.449999988079,None,None,1.0,0.0,1.0,39443.0,39440.0,AV,60,None,None,22240.0,0,0.0,22240.0,0.879999995232,None,19570.0,None,None,None,None,None,D,R,1,None,None,0.0,0.0,902.0,None,None,None,None,94,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.9671e+008,None,None
1169729,000,6859082,3,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,None,None,3,1.0,6,02,1957,None,None,8,4,None,2,None,2,8,3000,None,None,0,-10400,3,2,1,2010,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,902,902,902,900,0.824999988079,1.0,1.0,93040,87650,None,0.449999988079,None,None,1.0,0.0,1.0,39443.0,39440.0,AV,60,None,None,22240.0,0,0.0,22240.0,0.879999995232,None,19570.0,None,None,None,None,None,D,R,1,None,None,0.0,0.0,902.0,None,None,None,None,94,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169730,000,6859082,4,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,None,None,3,1.0,6,02,1957,None,None,8,4,None,2,None,2,8,3000,None,None,0,-10400,3,2,1,2010,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,902,902,902,900,0.824999988079,1.0,1.0,93040,87650,None,0.449999988079,None,None,1.0,0.0,1.0,39443.0,39440.0,AV,60,None,None,22240.0,0,0.0,22240.0,0.879999995232,None,19570.0,None,None,None,None,None,D,R,1,None,None,0.0,0.0,902.0,None,None,None,None,94,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169731,000,6859082,5,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,None,None,3,1.0,6,03,1957,None,None,12,3,1,3,None,2,11,6000,None,None,1,0,3,2,1,2010,1,0,None,None,None,None,0,None,None,None,0,None,None,500,3800,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,902,902,902,900,0.824999988079,1.0,1.0,93040,104850,None,0.449999988079,None,None,1.0,0.0,1.0,47183.0,47180.0,AV,60,None,None,26610.0,0,0.0,26610.0,0.879999995232,None,23420.0,None,None,None,None,None,D,R,1,None,None,33.0,7730.0,902.0,None,None,None,None,94,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169732,000,0111887,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:04:26,3,1.0,2,34,1951,None,None,5,2,None,1,1,2,7,2000,None,None,1,0,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,2,2,None,None,None,6000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,1722,1722,1722,1720,1.30400002003,1.0,1.11099994183,163380,187340,None,0.949999988079,None,None,1.0,0.0,1.0,177973.0,177970.0,AV,57,None,None,107530.0,0,15960.0,107530.0,0.899999976158,None,96780.0,None,None,None,None,None,None,R,1,None,None,100.0,96780.0,1722.0,None,None,None,None,106,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96577e+008,None,None
1169733,000,0111892,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:58:50,3,1.0,2,34,1941,None,None,4,2,None,1,None,2,5,0,None,None,2,-5380,3,2,1,2080,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,950,950,950,950,0.853999972343,1.0,1.11099994183,107020,104740,None,0.699999988079,None,None,1.0,0.0,1.0,73318.0,73320.0,AV,55,None,None,40330.0,0,1020.0,40330.0,0.899999976158,None,36300.0,None,None,None,None,None,None,R,1,None,None,100.0,36300.0,950.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96629e+008,None,None
1169734,000,0111893,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:56:33,3,1.0,6,41,1940,None,None,6,3,None,1,None,2,5,0,None,None,1,0,3,2,1,2050,4,14060,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,1,1,None,None,None,3000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,926,1492,926,930,0.842000007629,1.0,1.0,95010,126340,None,0.75,None,None,1.0,0.0,1.0,94755.0,94760.0,AV,50,None,None,63960.0,196,12220.0,63960.0,0.920000016689,None,58840.0,None,None,None,None,None,None,R,1,None,None,100.0,58840.0,926.0,None,None,None,None,135,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96631e+008,None,None
1169735,000,6853636,5,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:08:30,3,2.0,6,02,1961,None,None,8,4,0,2,0,2,8,3000,None,None,0,-9070,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,720,1440,720,720,0.72000002861,1.5,1.0,121770,122420,050,0.5,None,None,1.0,0.0,1.0,61210.0,61210.0,AV,64,None,None,23110.0,0,6720.0,23110.0,1.0,None,23110.0,None,None,None,None,None,D,R,1,None,None,100.0,23110.0,1440.0,None,None,None,None,59,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169736,000,6712068,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:51:07,3,2.0,1,02,1964,None,None,8,4,None,2,None,2,8,3000,None,None,0,-9070,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,720,1440,720,720,0.72000002861,1.5,1.0,121770,121790,None,0.649999976158,None,None,1.0,0.0,1.0,79164.0,79160.0,AV,64,None,None,49140.0,0,6090.0,49140.0,0.800000011921,None,39310.0,None,None,None,None,None,D,R,1,None,None,50.0,19660.0,1440.0,None,None,None,None,97,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96635e+008,None,None
1169737,000,6712069,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:51:07,3,2.0,6,02,1962,None,None,8,4,None,2,None,2,8,3000,None,None,0,-9070,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,720,1440,720,720,0.72000002861,1.5,1.0,121770,121790,None,0.649999976158,None,None,1.0,0.0,1.0,79164.0,79160.0,AV,64,None,None,38000.0,0,6090.0,38000.0,0.800000011921,None,30400.0,None,None,None,None,None,D,R,1,None,None,50.0,15200.0,1440.0,None,None,None,None,75,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96628e+008,None,None
1169738,000,6712070,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:47:32,3,1.0,6,34,1948,None,None,4,2,None,1,None,2,5,0,None,None,0,-7890,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,560,560,560,560,0.625999987125,1.0,1.0,70640,62750,None,0.800000011921,None,None,1.0,0.0,1.0,50200.0,50200.0,AV,57,None,None,28610.0,0,0.0,28610.0,0.839999973774,None,24030.0,None,None,None,None,None,None,R,1,None,None,100.0,24030.0,560.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96628e+008,None,None
1169739,000,6853633,4,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:09:17,3,2.0,6,02,1961,None,None,8,4,0,2,0,2,8,3000,None,None,0,-9070,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,720,1440,720,720,0.72000002861,1.5,1.0,121770,122420,050,0.5,None,None,1.0,0.0,1.0,61210.0,61210.0,AV,64,None,None,27420.0,0,6720.0,27420.0,1.0,None,27420.0,None,None,None,None,None,D,R,1,None,None,0.0,0.0,1440.0,None,None,None,None,70,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169740,000,6853633,5,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:09:17,3,2.0,6,02,1961,None,None,8,4,0,2,0,2,8,3000,None,None,0,-9070,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,720,1440,720,720,0.72000002861,1.5,1.0,121770,122420,050,0.5,None,None,1.0,0.0,1.0,61210.0,61210.0,AV,64,None,None,27420.0,0,6720.0,27420.0,1.0,None,27420.0,None,None,None,None,None,D,R,1,None,None,0.0,0.0,1440.0,None,None,None,None,70,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169741,000,6853633,6,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:09:17,3,2.0,6,02,1961,None,None,8,4,0,2,0,2,8,3000,None,None,0,-9070,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,720,1440,720,720,0.72000002861,1.5,1.0,121770,122420,050,0.5,None,None,1.0,0.0,1.0,61210.0,61210.0,AV,64,None,None,27420.0,0,6720.0,27420.0,1.0,None,27420.0,None,None,None,None,None,D,R,1,None,None,0.0,0.0,1440.0,None,None,None,None,70,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169742,000,6853633,7,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:09:17,3,2.0,6,02,1961,None,None,8,4,0,2,0,2,8,3000,None,None,0,-9070,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,720,1440,720,720,0.72000002861,1.5,1.0,121770,122420,050,0.5,None,None,1.0,0.0,1.0,61210.0,61210.0,AV,64,None,None,27420.0,0,6720.0,27420.0,1.0,None,27420.0,None,None,None,None,None,D,R,1,None,None,0.0,0.0,1440.0,None,None,None,None,70,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169743,000,6853633,8,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:09:17,3,2.0,6,02,1961,None,None,8,4,0,2,0,2,8,3000,None,None,0,-9070,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,720,1440,720,720,0.72000002861,1.5,1.0,121770,122420,050,0.5,None,None,1.0,0.0,1.0,61210.0,61210.0,AV,64,None,None,27420.0,0,6720.0,27420.0,1.0,None,27420.0,None,None,None,None,None,D,R,1,None,None,100.0,27420.0,1440.0,None,None,None,None,70,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169744,000,6853636,2,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:08:30,3,2.0,6,02,1961,None,None,8,4,None,2,None,2,8,3000,None,None,0,-9070,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,720,1440,720,720,0.72000002861,1.5,1.0,121770,122420,050,0.5,None,None,1.0,0.0,1.0,61210.0,61210.0,AV,64,None,None,23110.0,0,6720.0,23110.0,1.0,None,23110.0,None,None,None,None,None,D,R,1,None,None,0.0,0.0,1440.0,None,None,None,None,59,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.9671e+008,None,None
1169745,000,6853636,3,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:08:30,3,2.0,6,02,1961,None,None,8,4,0,2,0,2,8,3000,None,None,0,-9070,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,720,1440,720,720,0.72000002861,1.5,1.0,121770,122420,050,0.5,None,None,1.0,0.0,1.0,61210.0,61210.0,AV,64,None,None,23110.0,0,6720.0,23110.0,1.0,None,23110.0,None,None,None,None,None,D,R,1,None,None,0.0,0.0,1440.0,None,None,None,None,59,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169746,000,6853636,4,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:08:30,3,2.0,6,02,1961,None,None,8,4,0,2,0,2,8,3000,None,None,0,-9070,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,720,1440,720,720,0.72000002861,1.5,1.0,121770,122420,050,0.5,None,None,1.0,0.0,1.0,61210.0,61210.0,AV,64,None,None,23110.0,0,6720.0,23110.0,1.0,None,23110.0,None,None,None,None,None,D,R,1,None,None,0.0,0.0,1440.0,None,None,None,None,59,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96711e+008,None,None
1169747,000,4802810,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,None,None,3,2.0,1,33,2012,None,None,6,3,1,4,1,5,19,14000,None,None,1,0,3,2,1,2650,1,0,None,None,None,None,0,None,None,None,0,None,None,1400,10600,None,None,None,0,None,None,None,0,None,None,None,1,None,2000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,728,3119,728,730,0.726000010967,1.5,1.0,122760,309940,None,1.5,None,None,1.0,0.0,1.0,464910.0,464910.0,VG,99,None,None,368210.0,1663,157930.0,368210.0,0.920000016689,None,338750.0,None,None,None,None,None,D,R,1,None,None,100.0,338750.0,1456.0,None,None,None,None,80,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96677e+008,None,None
1169748,000,6760664,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:41:53,3,1.0,6,02,1958,None,None,6,2,0,2,0,2,8,3000,None,None,0,-10400,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,902,902,902,900,0.824999988079,1.0,1.0,93040,85640,None,0.5,None,None,1.0,0.0,1.0,42820.0,42820.0,AV,60,None,None,6680.0,0,0.0,6680.0,0.879999995232,None,5880.0,None,None,None,None,None,D,R,1,None,None,0.0,0.0,902.0,None,None,None,None,26,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96646e+008,None,None
