OBJECTID,JUR,PARID,CARD,TAXYR,SEQ,CUR,WHO,WEN,WHOCALC,WENCALC,STATUS,STORIES,EXTWALL,STYLE,YRBLT,EFFYR,YRREMOD,RMTOT,RMBED,RMFAM,FIXBATH,FIXHALF,FIXADDL,FIXTOT,PLUMVAL,REMKIT,REMBATH,BSMT,BSMTVAL,HEAT,FUEL,HEATSYS,HEATVAL,ATTIC,ATTICVAL,INTEXT,MASTRIMW,MASTRIML,MASTRIMAREA,TRIMVAL,UNFINW,UNFINL,UNFINAREA,UNFINVAL,RECROMW,RECROML,RECROMAREA,RECVAL,FINBSMTW,FINBSMTL,FINBSMTAREA,FINBSMTVAL,UFEATW,UFEATL,UFEATAREA,UFEATVAL,WBFP_O,WBFP_S,WBFP_X,WBFP_PF,WBFP_PFX,WBFPVAL,BSMTCAR,BGARVAL,MSC1DES,MSC1NUM,MSC1VAL,MSC2DES,MSC2NUM,MSC2VAL,CONDOLVL,CONDOTYP,CONDOVW,CNDCMPLX,CLINE,UNITNO,CNDBASEVAL,CNDADJVAL,GRMUNITS,GRMRENT,ADJGRMFACT,RESGRMVAL,MGFA,SFLA,FLR1AREA,ADJAREA,AREAFACT,SHFACT,CNSTFACT,CNSTVAL,SUBTVAL,GRADE,GRDFACT,CDDESC,CDPCT,USERFACT,USERAMT,LOCMULT,BASERCN,RCNVAL,CDU,DEPR,MKTADJ,MKTRSN,BASERCNLD,ADDNAREA,ADDNVAL,RCNLD,ADJFACT,PCTCOMPLETE,ADJRCNLD,NOTE1,NOTE2,CLASS,DEGREM,COND,VALMETH,RECTYPE,RESMOD,MODOVER,EXMPPCTOVER,EXMPPCT,EXMPVAL,AREASUM,OBSDEP,OBSRSN,FUNDEP,FUNRSN,ECNDEP,ECNRSN,BLDGUSE,CONVBLDG,CHGRSN,DEPRT,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8,USER9,USER10,USER11,USER12,USER13,USER14,USER15,USER16,USER17,USER18,USER19,USER20,DEACTIVAT,SALEKEY,IASW_ID,TRANS_ID,UPD_STATUS
975507,000,6711329,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:43:30,3,1.0,6,34,1943,None,None,4,2,None,1,None,2,5,0,None,None,1,0,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,240,1800,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,700,700,700,700,0.708000004292,1.0,1.0,79860,81660,None,0.850000023842,None,None,1.0,0.0,1.0,69411.0,69410.0,AV,55,None,None,41610.0,0,0.0,41610.0,0.949999988079,None,39530.0,None,None,None,None,None,D,R,1,None,None,100.0,39530.0,700.0,None,None,None,None,109,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.9654e+008,None,None
975632,000,3203456,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:16:56,3,2.0,6,33,2001,None,None,7,3,None,2,1,2,10,5000,None,None,1,0,3,2,1,3230,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,1,1,None,None,None,3000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,1002,2196,1002,1000,0.883000016212,1.5,1.0,149440,198790,None,1.35000002384,None,None,1.0,0.0,1.0,268367.0,268370.0,GD,92,None,None,175300.0,192,38120.0,175300.0,0.920000016689,None,161280.0,None,None,None,None,None,D,R,1,None,None,100.0,161280.0,2004.0,None,None,None,None,71,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96523e+008,None,None
975757,000,0901662,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:49:20,3,1.0,6,02,1967,None,None,10,4,1,2,2,2,12,7000,None,None,1,0,3,2,1,3830,1,0,None,None,None,None,0,None,None,None,0,None,None,500,3800,None,None,None,0,None,None,None,0,1,1,None,None,None,3000,2,5200,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,2184,2232,2184,2180,1.5720000267,1.0,1.0,177360,203510,None,1.04999995232,None,None,1.0,0.0,1.0,213686.0,213690.0,GD,69,None,None,147450.0,48,3320.0,147450.0,0.920000016689,None,135650.0,None,None,None,None,None,None,R,1,None,None,50.0,67830.0,2184.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96517e+008,None,None
975873,000,7001311,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:07:09,3,1.0,6,09,1987,None,None,6,2,1,2,None,2,8,3000,None,None,0,-18480,3,2,1,3570,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,1,None,2000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,2000,2000,2000,2000,1.46700000763,1.0,1.0,165500,166020,None,1.0,None,None,1.0,0.0,1.0,166020.0,166020.0,GD,83,None,None,137800.0,0,10430.0,137800.0,0.850000023842,None,117130.0,None,None,None,None,None,D,R,1,None,None,100.0,117130.0,2000.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96522e+008,None,None
976000,000,0400392,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:10:25.000001,3,1.0,6,39,1980,None,None,5,3,1,2,1,2,10,5000,None,None,1,0,3,3,1,2350,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,570,13500,None,None,None,0,2,2,None,None,None,6000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,1144,1910,1144,1140,0.964999973774,1.0,1.0,108850,162920,None,1.39999997616,None,None,1.0,0.0,1.0,228088.0,228090.0,AV,72,None,None,139590.0,196,27220.0,139590.0,0.910000026226,None,127030.0,None,None,None,None,None,D,R,1,None,None,100.0,127030.0,1144.0,None,None,None,None,85,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96567e+008,None,None
976138,000,5108430,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:43:14,3,1.0,6,34,1928,None,None,4,2,None,1,None,2,5,0,None,None,2,-4200,2,4,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,634,634,634,630,0.666999995708,1.0,1.0,75250,76620,None,0.899999976158,None,None,1.0,0.0,1.0,68958.0,68960.0,AV,50,None,None,33100.0,0,5570.0,33100.0,0.949999988079,None,31450.0,None,None,None,None,None,D,R,1,None,None,100.0,31450.0,634.0,None,None,None,None,96,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96531e+008,None,None
976285,000,6844274,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:11:20,3,1.0,7,34,1943,None,None,6,2,None,1,None,2,5,0,None,None,1,0,3,2,1,1300,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,400,910,400,400,0.532999992371,1.0,1.0909999609,65570,105590,None,0.699999988079,None,None,1.0,0.0,1.0,73913.0,73910.0,FR,45,None,None,37920.0,510,38720.0,37920.0,0.910000026226,None,34510.0,None,None,None,None,None,D,R,1,None,None,100.0,34510.0,400.0,None,None,None,None,114,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96523e+008,None,None
976296,000,5107141,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:20:06.000001,3,1.0,6,34,1931,None,None,5,3,None,1,None,2,5,0,None,None,2,-5270,3,2,1,2040,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,924,924,924,920,0.836000025272,1.0,1.0,94360,93730,None,0.949999988079,None,None,1.0,0.0,1.0,89044.0,89040.0,AV,50,None,None,41850.0,0,2600.0,41850.0,0.949999988079,None,39760.0,None,None,None,None,None,None,R,1,None,None,100.0,39760.0,924.0,None,None,None,None,94,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.9653e+008,None,None
976418,000,6840119,1,2017,8,Y,ROUSHK,2016-12-01 14:47:30,None,None,7,2.0,1,33,1919,None,None,6,3,None,1,0,2,5,0,None,None,1,0,2,2,1,0,2,2540,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,616,1282,616,620,0.661000013351,1.5,1.0,111890,120350,None,0.800000011921,None,None,1.0,0.0,1.0,96280.0,96280.0,AV,45,None,None,31630.0,50,5920.0,31630.0,0.879999995232,None,27830.0,None,None,None,None,None,D,R,1,None,None,100.0,27830.0,1232.0,None,None,None,None,73,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96593e+008,None,None
976549,000,2801153,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:18:20,3,1.0,1,34,1958,None,None,6,3,1,1,1,2,7,2000,None,None,1,0,3,2,1,2810,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,2,2,None,None,None,6000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,1456,1897,1456,1460,1.15199995041,1.0,1.0,129930,186980,None,0.949999988079,None,None,1.0,0.0,1.0,177631.0,177630.0,AV,60,None,None,115100.0,441,46240.0,115100.0,0.910000026226,None,104740.0,None,None,None,None,None,None,R,1,None,None,100.0,104740.0,1456.0,None,None,None,None,108,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96679e+008,None,None
976678,000,4607189,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:28:34,3,1.0,6,36,1978,None,None,5,3,1,3,1,2,13,8000,None,None,1,0,3,3,1,3620,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,1190,28300,None,None,None,0,2,2,None,None,None,6000,2,5200,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,2028,3218,2028,2030,1.48500001431,1.0,1.0,167480,227390,None,0.949999988079,None,None,1.0,0.0,1.0,216021.0,216020.0,GD,75,None,None,123130.0,0,8790.0,123130.0,0.949999988079,None,116970.0,None,None,None,None,None,D,R,1,None,None,100.0,116970.0,2028.0,None,None,None,None,76,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96618e+008,None,None
976836,000,3002248,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:21:16.000001,3,2.0,6,33,1972,None,None,8,4,1,2,1,2,10,5000,None,None,1,0,3,2,1,3100,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,1,1,None,None,None,3000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,936,2208,936,940,0.847999989986,1.5,1.0,143510,186920,None,1.25,None,None,1.0,0.0,1.0,233650.0,233650.0,AV,68,None,None,158880.0,336,32310.0,158880.0,0.97000002861,None,154110.0,None,None,None,None,None,D,R,1,None,None,100.0,154110.0,1872.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96651e+008,None,None
976984,000,1502364,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:05:20,3,2.0,6,33,1991,None,None,8,3,1,2,1,2,10,5000,None,None,1,0,3,2,1,3100,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,1,1,None,None,None,3000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,944,2032,944,940,0.847999989986,1.5,1.0,143510,177810,None,0.899999976158,None,None,1.0,0.0,1.0,160029.0,160030.0,GD,85,None,None,107460.0,144,23200.0,107460.0,0.949999988079,None,102090.0,None,None,None,None,None,None,R,1,None,None,100.0,102090.0,1888.0,None,None,None,None,79,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96519e+008,None,None
977126,000,0107142,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:58:01,3,2.0,10,33,1971,None,None,8,4,1,2,1,2,10,5000,None,None,1,0,3,3,1,2950,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,1,1,None,None,None,3000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,872,2056,872,870,0.806999981403,1.5,1.05099999905,143560,192160,None,0.899999976158,None,None,1.0,0.0,1.0,172944.0,172940.0,AV,64,None,None,110680.0,312,37650.0,110680.0,0.949999988079,None,105150.0,None,None,None,None,None,None,R,1,None,None,100.0,105150.0,1744.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96572e+008,None,None
977262,000,3201375,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:06:47,3,1.0,6,34,1950,None,None,5,2,None,1,None,2,5,0,None,None,0,-11200,3,2,1,2170,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,1013,1013,1013,1010,0.888999998569,1.0,1.0,100280,92720,220,2.20000004768,None,None,1.0,0.0,1.0,203984.0,203980.0,AV,57,None,None,94180.0,0,1470.0,94180.0,0.97000002861,None,91350.0,None,None,None,None,None,None,R,1,None,None,100.0,91350.0,1013.0,None,None,None,None,81,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96607e+008,None,None
977442,000,5613638,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:17:43,3,2.0,6,33,1992,None,None,8,4,1,2,1,2,10,5000,None,None,1,0,3,2,1,3040,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,1,1,None,None,None,3000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,912,1848,912,910,0.830999970436,1.5,1.0,140540,164200,None,1.0,None,None,1.0,0.0,1.0,164200.0,164200.0,GD,87,None,None,142850.0,24,12620.0,142850.0,0.949999988079,None,135710.0,None,None,None,None,None,None,R,1,None,None,100.0,135710.0,1824.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96524e+008,None,None
977573,000,6727593,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:43:00,3,1.5,6,01,1922,None,None,6,3,None,1,None,2,5,0,None,None,1,0,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,1,1,None,None,None,3000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,651,977,651,650,0.679000020027,1.29999995232,1.0,99540,106750,None,0.75,None,None,1.0,0.0,1.0,80063.0,80060.0,AV,45,None,None,36030.0,0,4210.0,36030.0,0.75,None,27020.0,None,None,None,None,None,D,R,1,None,None,100.0,27020.0,977.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.9653e+008,None,None
977692,000,6000987,2,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:08:55,3,2.5,6,01,1918,None,None,4,2,None,None,None,None,0,-5000,None,None,0,-9800,1,1,1,-4710,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,2,5200,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,816,2040,816,820,0.777999997139,1.79999995232,1.0,157980,170900,None,1.0,None,None,1.0,0.0,1.0,170900.0,170900.0,AV,45,None,None,76910.0,0,27230.0,76910.0,1.0,None,76910.0,ADJ. WAS TO BRING INTO VALUE,None,None,None,None,D,R,1,None,None,100.0,76910.0,2040.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.9671e+008,None,None
977801,000,2806426,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:14:12,3,1.5,1,37,1982,None,None,5,2,None,2,None,2,8,3000,None,None,2,-7000,2,6,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,600,4500,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,1392,2301,1392,1390,1.11099994183,1.29999995232,1.0,162910,191750,None,0.949999988079,None,None,1.0,0.0,1.0,182163.0,182160.0,AV,78,None,None,142080.0,213,28340.0,142080.0,0.97000002861,None,137820.0,None,None,None,None,None,None,R,1,None,None,100.0,137820.0,2088.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96586e+008,None,None
977917,000,2601173,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:51:30,3,1.0,6,39,1961,None,None,5,3,None,1,1,2,7,2000,None,None,1,0,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,405,9600,None,None,None,0,1,1,None,None,None,3000,1,3800,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,1225,1630,1225,1230,1.01800000668,1.0,1.0,114780,133180,None,0.949999988079,None,None,1.0,0.0,1.0,126521.0,126520.0,AV,64,None,None,80970.0,0,0.0,80970.0,0.899999976158,None,72870.0,None,None,None,None,None,None,R,1,None,None,100.0,72870.0,1225.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96517e+008,None,None
1054750,000,6840278,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:54:46,3,1.0,6,34,1924,None,None,6,3,None,1,None,2,5,0,None,None,1,0,3,2,1,1810,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,760,1004,760,760,0.742999970913,1.0,1.0,83820,100850,None,0.899999976158,None,None,1.0,0.0,1.0,90765.0,90770.0,FR,35,None,None,32400.0,244,15220.0,32400.0,0.77999997139,None,25270.0,None,None,None,None,None,D,R,1,None,None,100.0,25270.0,760.0,None,None,None,None,102,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96522e+008,None,None
1054751,000,6840282,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:54:46,3,2.0,6,33,1929,None,None,7,3,None,1,None,2,5,0,None,None,1,0,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,576,1208,576,580,0.638000011444,1.5,1.0,107940,117440,None,0.5,None,None,1.0,0.0,1.0,58720.0,58720.0,AV,50,None,None,29360.0,56,9500.0,29360.0,0.930000007153,None,27300.0,None,None,None,None,None,None,R,1,None,None,100.0,27300.0,1152.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96544e+008,None,None
1054752,000,6739691,1,2017,7,Y,JERRYJ,2017-01-27 10:04:41,None,None,7,2.0,2,33,1919,None,None,6,2,1,1,None,2,5,0,None,None,1,0,3,2,1,2200,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,1,1,None,None,None,3000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,520,1200,520,520,0.602999985218,1.5,1.11099994183,113330,132190,None,0.75,None,None,1.0,0.0,1.0,99143.0,99140.0,AV,45,None,None,43720.0,160,13660.0,43720.0,0.899999976158,None,39350.0,None,None,None,None,None,None,R,1,None,None,100.0,39350.0,1040.0,None,None,None,None,98,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.9658e+008,None,None
1054753,000,6739692,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 09:14:53,3,1.0,6,34,1955,None,None,5,2,None,1,None,2,5,0,None,None,0,-11200,3,2,1,2170,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,1006,1006,1006,1010,0.888999998569,1.0,1.0,100280,99430,None,1.29999995232,None,None,1.0,0.0,1.0,129259.0,129260.0,AV,57,None,None,75150.0,0,8180.0,75150.0,0.879999995232,None,66130.0,None,None,None,None,None,D,R,1,None,None,100.0,66130.0,1006.0,None,None,None,None,102,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.9658e+008,None,None
1054754,000,6806967,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:27:20,3,2.0,6,33,1992,None,None,6,3,None,1,1,2,7,2000,None,None,1,0,3,2,1,2310,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,572,1144,572,570,0.632000029087,1.5,1.0,106950,118540,None,0.75,None,None,1.0,0.0,1.0,88905.0,88910.0,AV,85,None,None,77080.0,0,7280.0,77080.0,0.949999988079,None,73230.0,None,None,None,None,None,D,R,1,None,None,100.0,73230.0,1144.0,None,None,None,None,102,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96585e+008,None,None
1054755,000,6806968,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,None,None,3,2.0,6,33,1925,None,None,7,4,0,1,0,2,5,0,None,None,1,0,3,2,1,2120,2,2230,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,480,1307,480,480,0.579999983311,1.5,1.0,98060,124790,None,0.850000023842,None,None,1.0,0.0,1.0,106072.0,106070.0,AV,45,None,None,47730.0,347,22380.0,47730.0,0.850000023842,None,40570.0,None,None,None,None,None,D,R,1,None,None,100.0,40570.0,960.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96585e+008,None,None
1054756,000,6806969,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:54:43,3,2.0,6,33,1912,None,None,6,3,None,1,None,2,5,0,None,None,1,0,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,608,1216,608,610,0.65499997139,1.5,1.0,110900,114760,None,0.649999976158,None,None,1.0,0.0,1.0,74594.0,74590.0,AV,45,None,None,29870.0,0,3860.0,29870.0,0.949999988079,None,28380.0,None,None,None,None,None,D,R,1,None,None,100.0,28380.0,1216.0,None,None,None,None,89,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96585e+008,None,None
1054757,000,6806971,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:41:50,3,2.0,6,33,1928,None,None,6,3,0,1,0,2,5,0,None,None,1,0,3,2,1,2420,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,624,1248,624,620,0.661000013351,1.5,1.0,111890,118390,None,0.850000023842,None,None,1.0,0.0,1.0,100632.0,100630.0,AV,50,None,None,50320.0,0,4080.0,50320.0,0.850000023842,None,42770.0,None,None,None,None,None,D,R,1,None,None,100.0,42770.0,1248.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96642e+008,None,None
1054758,000,6806972,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:29:47,3,1.0,2,34,1963,None,None,8,3,1,2,None,2,8,3000,None,None,1,0,3,2,1,3080,1,0,None,None,None,None,0,None,None,None,0,None,None,844,6400,None,None,None,0,None,None,None,0,2,2,None,None,None,6000,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,1648,1868,1648,1650,1.26300001144,1.0,1.11099994183,158260,213970,None,0.949999988079,None,None,1.0,0.0,1.0,203272.0,203270.0,AV,64,None,None,104070.0,220,37230.0,104070.0,0.879999995232,None,91580.0,None,None,None,None,None,D,R,1,None,None,100.0,91580.0,1648.0,None,None,None,None,80,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96654e+008,None,None
1054759,000,6806974,1,2017,0,Y,EOY ROLL,2016-11-19 06:18:26,CA402,2014-06-30 08:50:05,3,1.0,6,34,1956,None,None,4,3,None,1,None,2,5,0,None,None,1,0,2,2,1,0,1,0,None,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,0,None,None,None,None,None,0,None,0,None,None,0,None,None,0,None,None,None,None,None,None,None,None,None,None,1.0,0.0,936,936,936,940,0.847999989986,1.0,1.0,95670,95670,None,0.699999988079,None,None,1.0,0.0,1.0,66969.0,66970.0,AV,60,None,None,40180.0,0,0.0,40180.0,0.910000026226,None,36560.0,None,None,None,None,None,None,R,1,None,None,100.0,36560.0,936.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.96642e+008,None,None
